hex_id,habitat,dominant_category,dominant_pct
8729a0972ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.36573469389621
8729a0973ffffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.6693881442517313
8729a0974ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.4869237187311505
8729a0975ffffff,Mixed,Coastal Sage Scrub,0.47479951302105494
8729a0976ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.5076229615969168
8729a09a0ffffff,Other,Agriculture,0.6014515443380971
8729a09a1ffffff,Chaparral,Scrub and Chaparral,0.6916144298965758
8729a09a2ffffff,Mixed,Scrub and Chaparral,0.40657404547937304
8729a09a3ffffff,Chaparral,Scrub and Chaparral,0.687058610774126
8729a09a4ffffff,Mixed,Scrub and Chaparral,0.4428324743827666
8729a09a5ffffff,Chaparral,Scrub and Chaparral,0.5517629200514028
8729a09a6ffffff,Mixed,Scrub and Chaparral,0.38104870638963984
8729a09a8ffffff,Mixed,Scrub and Chaparral,0.436668862415404
8729a09a9ffffff,Chaparral,Scrub and Chaparral,0.7790079168477813
8729a09acffffff,Mixed,Scrub and Chaparral,0.4245355928571396
8729a09adffffff,Other,Agriculture,0.5883797134810264
8729a09aeffffff,Chaparral,Scrub and Chaparral,0.6925986773428913
8729a09b4ffffff,Chaparral,Scrub and Chaparral,0.5887827740622602
8729a09b5ffffff,Mixed,Scrub and Chaparral,0.4331601658437876
8729a09b6ffffff,Chaparral,Scrub and Chaparral,0.6096706302237915
8729a0d24ffffff,Chaparral,Scrub and Chaparral,0.9784718353558001
8729a0d25ffffff,Chaparral,Scrub and Chaparral,0.7117912710236162
8729a0d26ffffff,Chaparral,Scrub and Chaparral,0.9369542171017109
8729a0d34ffffff,Chaparral,Scrub and Chaparral,0.9749968004882953
8729a4000ffffff,Urban,Disturbed or Developed Areas,0.7960773775765481
8729a4001ffffff,Urban,Disturbed or Developed Areas,0.8923613430869195
8729a4002ffffff,Urban,Disturbed or Developed Areas,0.8054647215648539
8729a4003ffffff,Urban,Disturbed or Developed Areas,0.771293077847091
8729a4004ffffff,Urban,Disturbed or Developed Areas,0.9363230893859501
8729a4005ffffff,Urban,Disturbed or Developed Areas,0.921876524195635
8729a4006ffffff,Urban,Disturbed or Developed Areas,0.8219827715685051
8729a4010ffffff,Urban,Disturbed or Developed Areas,0.808355757286091
8729a4011ffffff,Urban,Disturbed or Developed Areas,0.7835606779319667
8729a4012ffffff,Urban,Disturbed or Developed Areas,0.7069088051669556
8729a4013ffffff,Urban,Disturbed or Developed Areas,0.7470146807223624
8729a4014ffffff,Urban,Disturbed or Developed Areas,0.9918562355858983
8729a4015ffffff,Urban,Disturbed or Developed Areas,0.9271194281073296
8729a4016ffffff,Urban,Disturbed or Developed Areas,0.9060590246074735
8729a4018ffffff,Urban,Disturbed or Developed Areas,0.7499118450630962
8729a4019ffffff,Urban,Disturbed or Developed Areas,0.6994520951403643
8729a401affffff,Urban,Disturbed or Developed Areas,0.808766046623608
8729a401bffffff,Urban,Disturbed or Developed Areas,0.6192445838209157
8729a401cffffff,Urban,Disturbed or Developed Areas,0.8879235257892469
8729a401dffffff,Urban,Disturbed or Developed Areas,0.8707353105781337
8729a401effffff,Urban,Disturbed or Developed Areas,0.6062940859856202
8729a4022ffffff,Riparian,Riparian and Bottomland Habitat,0.7065565484367038
8729a4026ffffff,Urban,Disturbed or Developed Areas,0.7307122592274865
8729a4030ffffff,Urban,Disturbed or Developed Areas,0.7776417761796127
8729a4031ffffff,Urban,Disturbed or Developed Areas,0.6365719505147516
8729a4032ffffff,Urban,Disturbed or Developed Areas,0.8992614770376676
8729a4033ffffff,Urban,Disturbed or Developed Areas,0.7797874331196385
8729a4034ffffff,Urban,Disturbed or Developed Areas,0.8762049870611186
8729a4035ffffff,Urban,Disturbed or Developed Areas,0.652596011671763
8729a4036ffffff,Urban,Disturbed or Developed Areas,0.8869461436895741
8729a4080ffffff,Urban,Disturbed or Developed Areas,0.5894457037272369
8729a4081ffffff,Urban,Disturbed or Developed Areas,0.738501695638029
8729a4082ffffff,Chaparral,Scrub and Chaparral,0.5794136823879484
8729a4083ffffff,Urban,Disturbed or Developed Areas,0.6952389698781722
8729a4084ffffff,Chaparral,Scrub and Chaparral,0.6252714216340309
8729a4085ffffff,Mixed,Disturbed or Developed Areas,0.485131824678161
8729a4086ffffff,Chaparral,Scrub and Chaparral,0.6580890026483629
8729a4088ffffff,Urban,Disturbed or Developed Areas,0.8655401724054099
8729a4089ffffff,Urban,Disturbed or Developed Areas,0.6900111701956664
8729a408affffff,Urban,Disturbed or Developed Areas,0.7675971489311978
8729a408bffffff,Mixed,Disturbed or Developed Areas,0.5279400464906989
8729a408cffffff,Urban,Disturbed or Developed Areas,0.6692695672401855
8729a408dffffff,Urban,Disturbed or Developed Areas,0.6884696181740801
8729a408effffff,Urban,Disturbed or Developed Areas,0.6546385361307382
8729a4090ffffff,Chaparral,Scrub and Chaparral,0.7309892174277636
8729a4091ffffff,Mixed,Scrub and Chaparral,0.4912863409219938
8729a4092ffffff,Chaparral,Scrub and Chaparral,0.5517702354981006
8729a4093ffffff,Mixed,Scrub and Chaparral,0.44482002945904964
8729a4094ffffff,Chaparral,Scrub and Chaparral,0.6534944106461442
8729a4095ffffff,Chaparral,Scrub and Chaparral,0.7793740556615717
8729a4096ffffff,Chaparral,Scrub and Chaparral,0.923787535985545
8729a4098ffffff,Urban,Disturbed or Developed Areas,0.8180369792505175
8729a4099ffffff,Urban,Disturbed or Developed Areas,0.9199188584827812
8729a409affffff,Urban,Disturbed or Developed Areas,0.5695368930947996
8729a409bffffff,Urban,Disturbed or Developed Areas,0.6444409041160868
8729a409cffffff,Urban,Disturbed or Developed Areas,0.769609796234208
8729a409dffffff,Urban,Disturbed or Developed Areas,0.6686706517890675
8729a409effffff,Urban,Disturbed or Developed Areas,0.644824267722234
8729a40a0ffffff,Mixed,Scrub and Chaparral,0.4438614457986366
8729a40a1ffffff,Urban,Disturbed or Developed Areas,0.6381310072837817
8729a40a2ffffff,Chaparral,Scrub and Chaparral,0.6034070911427293
8729a40a3ffffff,Mixed,Scrub and Chaparral,0.44588098145872024
8729a40a4ffffff,Urban,Disturbed or Developed Areas,0.8021038874695835
8729a40a5ffffff,Urban,Disturbed or Developed Areas,0.59514435654661
8729a40a6ffffff,Mixed,Scrub and Chaparral,0.4976636977605718
8729a40a8ffffff,Urban,Disturbed or Developed Areas,0.8591379583127002
8729a40a9ffffff,Urban,Disturbed or Developed Areas,0.7794062240531034
8729a40aaffffff,Urban,Disturbed or Developed Areas,0.8713893532916152
8729a40abffffff,Urban,Disturbed or Developed Areas,0.9536490454391411
8729a40acffffff,Urban,Disturbed or Developed Areas,0.7963672477556057
8729a40adffffff,Urban,Disturbed or Developed Areas,0.8576739042839495
8729a40aeffffff,Urban,Disturbed or Developed Areas,0.6608480991121286
8729a40b0ffffff,Mixed,Scrub and Chaparral,0.4170953758711836
8729a40b1ffffff,Chaparral,Scrub and Chaparral,0.7344496353869835
8729a40b2ffffff,Mixed,Coastal Sage Scrub,0.5308037596284393
8729a40b3ffffff,Mixed,Scrub and Chaparral,0.5134037788360288
8729a40b4ffffff,Urban,Disturbed or Developed Areas,0.6041471122820539
8729a40b5ffffff,Chaparral,Scrub and Chaparral,0.6370194037840563
8729a40b6ffffff,Urban,Disturbed or Developed Areas,0.6908205365127172
8729a40c0ffffff,Urban,Disturbed or Developed Areas,0.8079841938003612
8729a40c1ffffff,Urban,Disturbed or Developed Areas,0.7634791331486279
8729a40c2ffffff,Urban,Disturbed or Developed Areas,0.8302276299897028
8729a40c3ffffff,Urban,Disturbed or Developed Areas,0.7365684718474843
8729a40c4ffffff,Mixed,Disturbed or Developed Areas,0.4987609957083589
8729a40c5ffffff,Urban,Disturbed or Developed Areas,0.7712989092129364
8729a40c6ffffff,Urban,Disturbed or Developed Areas,0.6853698151838028
8729a40c8ffffff,Urban,Disturbed or Developed Areas,0.9867938022996667
8729a40caffffff,Urban,Disturbed or Developed Areas,0.9532280161894431
8729a40cbffffff,Urban,Disturbed or Developed Areas,0.747378753920992
8729a40ceffffff,Urban,Disturbed or Developed Areas,0.7456927868256077
8729a40d0ffffff,Urban,Disturbed or Developed Areas,0.6453447882504422
8729a40d1ffffff,Urban,Disturbed or Developed Areas,0.8113385490059292
8729a40d2ffffff,Urban,Disturbed or Developed Areas,0.7513163026707443
8729a40d3ffffff,Urban,Disturbed or Developed Areas,0.744189895378761
8729a40d4ffffff,Urban,Disturbed or Developed Areas,0.7723057893242996
8729a40d5ffffff,Urban,Disturbed or Developed Areas,0.8167776851622617
8729a40d6ffffff,Urban,Disturbed or Developed Areas,0.6327658080671261
8729a40d8ffffff,Urban,Disturbed or Developed Areas,0.7701637507372605
8729a40d9ffffff,Urban,Disturbed or Developed Areas,0.9099896894764884
8729a40daffffff,Urban,Disturbed or Developed Areas,0.6457787836001692
8729a40dbffffff,Urban,Disturbed or Developed Areas,0.7023556526304376
8729a40dcffffff,Urban,Disturbed or Developed Areas,0.84865078766386
8729a40ddffffff,Urban,Disturbed or Developed Areas,0.7982776324435273
8729a40deffffff,Urban,Disturbed or Developed Areas,0.6811801805390701
8729a40e2ffffff,Urban,Disturbed or Developed Areas,0.8842430285907611
8729a40e3ffffff,Urban,Disturbed or Developed Areas,0.7459659549758334
8729a40e6ffffff,Mixed,Disturbed or Developed Areas,0.5331501003196242
8729a40f0ffffff,Urban,Disturbed or Developed Areas,0.5951246084593
8729a40f1ffffff,Urban,Disturbed or Developed Areas,0.8930425432910096
8729a40f2ffffff,Urban,Disturbed or Developed Areas,0.5657128140818712
8729a40f3ffffff,Urban,Disturbed or Developed Areas,0.8057533577368945
8729a40f4ffffff,Mixed,Disturbed or Developed Areas,0.5248747376227942
8729a40f5ffffff,Urban,Disturbed or Developed Areas,0.5656431592443072
8729a40f6ffffff,Urban,Disturbed or Developed Areas,0.5930550499042337
8729a4102ffffff,Riparian,Riparian and Bottomland Habitat,0.9993515328703025
8729a4103ffffff,Mixed,Riparian and Bottomland Habitat,0.5041298199619507
8729a4110ffffff,Riparian,Riparian and Bottomland Habitat,0.6662975567222509
8729a4111ffffff,Urban,Disturbed or Developed Areas,0.8406981693097259
8729a4112ffffff,Mixed,Riparian and Bottomland Habitat,0.5285941903361874
8729a4113ffffff,Urban,Disturbed or Developed Areas,0.5605499108047515
8729a4116ffffff,Riparian,Riparian and Bottomland Habitat,1.0
8729a4118ffffff,Riparian,Riparian and Bottomland Habitat,0.6389392664514982
8729a4119ffffff,Urban,Disturbed or Developed Areas,0.9855708687100107
8729a411affffff,Urban,Disturbed or Developed Areas,0.8411902383637302
8729a411bffffff,Urban,Disturbed or Developed Areas,0.9688503822120066
8729a411cffffff,Urban,Disturbed or Developed Areas,0.9459872886865048
8729a411dffffff,Mixed,Riparian and Bottomland Habitat,0.48329083613549234
8729a411effffff,Riparian,Riparian and Bottomland Habitat,0.5927238249632257
8729a4180ffffff,Urban,Disturbed or Developed Areas,0.9041986541088413
8729a4181ffffff,Urban,Disturbed or Developed Areas,0.8881964260699811
8729a4182ffffff,Urban,Disturbed or Developed Areas,0.9748694360490733
8729a4183ffffff,Urban,Disturbed or Developed Areas,0.9171530575660508
8729a4184ffffff,Urban,Disturbed or Developed Areas,0.9257875239171693
8729a4185ffffff,Urban,Disturbed or Developed Areas,0.918375339395348
8729a4186ffffff,Urban,Disturbed or Developed Areas,0.9880311313334448
8729a4188ffffff,Urban,Disturbed or Developed Areas,0.8014833125691522
8729a4189ffffff,Urban,Disturbed or Developed Areas,0.8597777888090538
8729a418affffff,Urban,Disturbed or Developed Areas,0.7411654766810919
8729a418bffffff,Urban,Disturbed or Developed Areas,0.8113460708795349
8729a418cffffff,Urban,Disturbed or Developed Areas,0.7953352130350457
8729a418dffffff,Urban,Disturbed or Developed Areas,0.8474934014308165
8729a418effffff,Urban,Disturbed or Developed Areas,0.8103185392419509
8729a4190ffffff,Urban,Disturbed or Developed Areas,0.9834465742252972
8729a4191ffffff,Urban,Disturbed or Developed Areas,1.0
8729a4192ffffff,Urban,Disturbed or Developed Areas,0.9862021000584218
8729a4193ffffff,Urban,Disturbed or Developed Areas,0.9939999544418053
8729a4194ffffff,Urban,Disturbed or Developed Areas,0.8872387006509673
8729a4195ffffff,Urban,Disturbed or Developed Areas,0.907634901034725
8729a4196ffffff,Urban,Disturbed or Developed Areas,0.9834632836445165
8729a4198ffffff,Urban,Disturbed or Developed Areas,0.679457919306829
8729a4199ffffff,Mixed,Disturbed or Developed Areas,0.38684856475603985
8729a419affffff,Mixed,Scrub and Chaparral,0.45554487751339845
8729a419bffffff,Mixed,Coastal Sage Scrub,0.4426506777729895
8729a419cffffff,Urban,Disturbed or Developed Areas,0.8171407621879156
8729a419dffffff,Urban,Disturbed or Developed Areas,0.8407761456029652
8729a419effffff,Urban,Disturbed or Developed Areas,0.9969957295464446
8729a41a0ffffff,Urban,Disturbed or Developed Areas,0.9989048552251514
8729a41a1ffffff,Urban,Disturbed or Developed Areas,0.9987510780823183
8729a41a2ffffff,Urban,Disturbed or Developed Areas,0.966196168310496
8729a41a3ffffff,Urban,Disturbed or Developed Areas,0.9541421440450987
8729a41a4ffffff,Urban,Disturbed or Developed Areas,0.9691025986336848
8729a41a5ffffff,Urban,Disturbed or Developed Areas,0.8477794200163792
8729a41a6ffffff,Urban,Disturbed or Developed Areas,0.934941286583887
8729a41a8ffffff,Urban,Disturbed or Developed Areas,0.8836169856809225
8729a41a9ffffff,Urban,Disturbed or Developed Areas,0.8906226743896979
8729a41aaffffff,Urban,Disturbed or Developed Areas,0.973921021790671
8729a41abffffff,Urban,Disturbed or Developed Areas,0.9197057103521837
8729a41acffffff,Urban,Disturbed or Developed Areas,0.9773634659060053
8729a41adffffff,Urban,Disturbed or Developed Areas,0.9484587923991188
8729a41aeffffff,Urban,Disturbed or Developed Areas,0.9027479778632679
8729a41b0ffffff,Urban,Disturbed or Developed Areas,0.9111202379831884
8729a41b1ffffff,Urban,Disturbed or Developed Areas,0.9650112432119607
8729a41b2ffffff,Urban,Disturbed or Developed Areas,0.8206234763111686
8729a41b3ffffff,Urban,Disturbed or Developed Areas,0.9778468824479346
8729a41b4ffffff,Urban,Disturbed or Developed Areas,0.7809777361611927
8729a41b5ffffff,Urban,Disturbed or Developed Areas,0.9576865469440716
8729a41b6ffffff,Mixed,Riparian and Bottomland Habitat,0.38114043570760997
8729a4280ffffff,Mixed,Bog and Marsh,0.34966692775617436
8729a4282ffffff,Chaparral,Coastal Sage Scrub,0.5798845005102021
8729a4283ffffff,Mixed,Coastal Sage Scrub,0.3115000656997966
8729a4286ffffff,Urban,Disturbed or Developed Areas,0.6132883767939457
8729a428affffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.7511413805463578
8729a428bffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.5165335205212049
8729a428effffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.5565515286657833
8729a4290ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.44322850302944916
8729a4291ffffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.632852600233863
8729a4292ffffff,Urban,Disturbed or Developed Areas,0.6568264635249668
8729a4293ffffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.6886025931340344
8729a4294ffffff,Urban,Disturbed or Developed Areas,0.7915275383584731
8729a4295ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.4039475550023498
8729a4296ffffff,Urban,Disturbed or Developed Areas,0.8501713872049304
8729a4298ffffff,Mixed,Coastal Sage Scrub,0.4770965183932661
8729a4299ffffff,Chaparral,Coastal Sage Scrub,0.8957569810580853
8729a429affffff,Mixed,Disturbed or Developed Areas,0.39983472383727353
8729a429bffffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.6484934167280563
8729a429cffffff,Mixed,Coastal Sage Scrub,0.5273514122587702
8729a429dffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.506310009926546
8729a429effffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.6887115694917246
8729a42b0ffffff,Urban,Disturbed or Developed Areas,0.9409561165792092
8729a42b1ffffff,Urban,Disturbed or Developed Areas,0.8264309671711243
8729a42b2ffffff,Urban,Disturbed or Developed Areas,0.7852620478407496
8729a42b3ffffff,Urban,Disturbed or Developed Areas,0.8421972159338856
8729a42b6ffffff,Urban,Disturbed or Developed Areas,0.8343845535444967
8729a42d2ffffff,Chaparral,Coastal Sage Scrub,0.7700742948154211
8729a42d3ffffff,Chaparral,Coastal Sage Scrub,0.8831582014757337
8729a42d6ffffff,Mixed,Coastal Sage Scrub,0.41754823239596717
8729a42daffffff,Chaparral,Coastal Sage Scrub,0.801977713774712
8729a42dbffffff,Chaparral,Coastal Sage Scrub,0.7515698611884394
8729a42deffffff,Chaparral,Coastal Sage Scrub,0.826581703001933
8729a4392ffffff,Urban,Disturbed or Developed Areas,0.7381476769813026
8729a4400ffffff,Chaparral,Scrub and Chaparral,0.9261000532332816
8729a4401ffffff,Chaparral,Scrub and Chaparral,0.5801475902063294
8729a4402ffffff,Chaparral,Scrub and Chaparral,0.9010001044901154
8729a4403ffffff,Chaparral,Scrub and Chaparral,0.8687270252391832
8729a4404ffffff,Chaparral,Scrub and Chaparral,0.9313193782623765
8729a4405ffffff,Chaparral,Scrub and Chaparral,0.7894242205036087
8729a4406ffffff,Chaparral,Scrub and Chaparral,0.9242563333550052
8729a4408ffffff,Chaparral,Scrub and Chaparral,0.7306921050170685
8729a4409ffffff,Chaparral,Scrub and Chaparral,0.8711953351907625
8729a440affffff,Chaparral,Scrub and Chaparral,0.7526425574406399
8729a440bffffff,Chaparral,Scrub and Chaparral,0.8064198870728375
8729a440cffffff,Mixed,Coastal Sage Scrub,0.5131935365879543
8729a440dffffff,Chaparral,Scrub and Chaparral,0.9054724040525308
8729a440effffff,Mixed,Scrub and Chaparral,0.5102605783764443
8729a4410ffffff,Chaparral,Scrub and Chaparral,0.8986691550952386
8729a4411ffffff,Chaparral,Scrub and Chaparral,0.9037076661082379
8729a4412ffffff,Chaparral,Scrub and Chaparral,0.7667263238720626
8729a4413ffffff,Chaparral,Scrub and Chaparral,0.6691954017953831
8729a4414ffffff,Chaparral,Scrub and Chaparral,0.8716839187724827
8729a4415ffffff,Chaparral,Scrub and Chaparral,0.9438904338268462
8729a4416ffffff,Chaparral,Scrub and Chaparral,0.8724123583712974
8729a4418ffffff,Chaparral,Scrub and Chaparral,0.8306674903223649
8729a4419ffffff,Chaparral,Scrub and Chaparral,0.6730416016960398
8729a441affffff,Chaparral,Scrub and Chaparral,0.6202374092361437
8729a441bffffff,Mixed,Coastal Sage Scrub,0.4362299647706836
8729a441cffffff,Chaparral,Scrub and Chaparral,0.8942790749755987
8729a441dffffff,Chaparral,Scrub and Chaparral,0.7580388183476182
8729a441effffff,Chaparral,Scrub and Chaparral,0.738318141846873
8729a4420ffffff,Chaparral,Scrub and Chaparral,0.7043160789085144
8729a4421ffffff,Chaparral,Scrub and Chaparral,0.9147754389667412
8729a4422ffffff,Chaparral,Scrub and Chaparral,0.9397113884045668
8729a4423ffffff,Chaparral,Scrub and Chaparral,0.7504721668703948
8729a4424ffffff,Urban,Disturbed or Developed Areas,0.6513292352639107
8729a4425ffffff,Mixed,Disturbed or Developed Areas,0.48893622643921375
8729a4426ffffff,Chaparral,Scrub and Chaparral,0.982168493460521
8729a4428ffffff,Chaparral,Coastal Sage Scrub,0.7887044063138868
8729a4429ffffff,Chaparral,Scrub and Chaparral,0.9921207451441018
8729a442affffff,Mixed,Coastal Sage Scrub,0.5286642068235323
8729a442bffffff,Chaparral,Scrub and Chaparral,0.7577579050900257
8729a442cffffff,Chaparral,Coastal Sage Scrub,0.8698595426360414
8729a442dffffff,Chaparral,Coastal Sage Scrub,0.5680899808269627
8729a442effffff,Mixed,Coastal Sage Scrub,0.40549677820644
8729a4430ffffff,Chaparral,Scrub and Chaparral,0.9572658946837594
8729a4431ffffff,Chaparral,Scrub and Chaparral,0.9152831957794438
8729a4432ffffff,Chaparral,Scrub and Chaparral,0.8727951502567723
8729a4433ffffff,Chaparral,Scrub and Chaparral,0.9385281009067814
8729a4434ffffff,Chaparral,Scrub and Chaparral,0.5671679906300914
8729a4435ffffff,Chaparral,Scrub and Chaparral,0.7228863714368737
8729a4436ffffff,Chaparral,Scrub and Chaparral,0.8951031554391036
8729a4440ffffff,Mixed,Scrub and Chaparral,0.46811279428251834
8729a4441ffffff,Urban,Disturbed or Developed Areas,0.5811918247799829
8729a4442ffffff,Mixed,Disturbed or Developed Areas,0.483242955666153
8729a4443ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.5214874237592018
8729a4444ffffff,Chaparral,Scrub and Chaparral,0.7719458035168539
8729a4445ffffff,Chaparral,Scrub and Chaparral,0.7413188465318494
8729a4446ffffff,Chaparral,Scrub and Chaparral,0.6680466408804794
8729a4448ffffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.4425857498880242
8729a4449ffffff,Mixed,Scrub and Chaparral,0.5151719475547001
8729a444affffff,Mixed,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.32114065430525834
8729a444bffffff,Mixed,Coastal Sage Scrub,0.4937245336857632
8729a444cffffff,Urban,Disturbed or Developed Areas,0.6765259694192209
8729a444dffffff,Mixed,Disturbed or Developed Areas,0.32592619887486884
8729a444effffff,Riparian,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",0.7447730892647898
8729a4450ffffff,Mixed,Disturbed or Developed Areas,0.3547532244596793
8729a4451ffffff,Urban,Disturbed or Developed Areas,0.6595986849052181
8729a4452ffffff,Mixed,Scrub and Chaparral,0.4653801781164099
8729a4453ffffff,Mixed,Disturbed or Developed Areas,0.35430053685862806
8729a4454ffffff,Chaparral,Scrub and Chaparral,0.781488081428114
8729a4455ffffff,Mixed,Scrub and Chaparral,0.5075690111570986
8729a4456ffffff,Mixed,Scrub and Chaparral,0.45632433126974764
8729a4458ffffff,Urban,Disturbed or Developed Areas,0.8137360863842545
8729a4459ffffff,Mixed,Scrub and Chaparral,0.30739333261091645
8729a445affffff,Urban,Disturbed or Developed Areas,0.5810541580875441
8729a445bffffff,Mixed,Disturbed or Developed Areas,0.43176772025428034
